"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_PS_9EV5",0.0004247,168.361,1.077,210,-72.543,0.46,"C1","H"
"2","10",10,"OFAV_PS_9EV5",0.0002832,150.547,3.32,208,15.164,0.306,"C2","CW"
"3","11",11,"OFAV_PS_9EV5",0.141,175.39,0,229,0,0,"C2","A"
"4","12",12,"OFAV_PS_9EV5",0.069,165.472,0,229,0,0,"C2","CA"
"5","13",13,"OFAV_PS_9EV5",0.0004188,159.941,0.248,219.352,-75.541,0.454,"C3","H"
"6","14",14,"OFAV_PS_9EV5",0.0002925,151.085,0.872,210.073,-79.963,0.317,"C3","CH"
"7","15",15,"OFAV_PS_9EV5",0.0004408,164.08,0.527,221.27,22.416,0.478,"C3","W"
"8","16",16,"OFAV_PS_9EV5",0.0002899,160.968,0.619,215,16.361,0.314,"C3","CW"
"9","17",17,"OFAV_PS_9EV5",0.156,173.2,0,228,0,0,"C3","A"
"10","18",18,"OFAV_PS_9EV5",0.076,161.297,0,225,0,0,"C3","CA"
"11","19",19,"OFAV_PS_9EV5",0.0003603,149.933,0.333,227.025,-89.189,0.39,"C4","H"
"12","2",2,"OFAV_PS_9EV5",0.000245,160.72,2.219,215.417,-88.21,0.265,"C1","CH"
"13","20",20,"OFAV_PS_9EV5",0.0002526,155.856,95.61,190.794,-95.404,0.274,"C4","CH"
"14","21",21,"OFAV_PS_9EV5",0.0004171,177.564,0.044,217.643,3.037,0.452,"C4","W"
"15","22",22,"OFAV_PS_9EV5",0.0002645,150.376,0.667,220,3.323,0.286,"C4","CW"
"16","23",23,"OFAV_PS_9EV5",0.148,171.476,0,232,0,0,"C4","A"
"17","24",24,"OFAV_PS_9EV5",0.069,161.546,0,232,0,0,"C4","CA"
"18","25",25,"OFAV_PS_9EV5",0.0003857,151.96,67.294,209.115,-92.27,0.418,"C5","H"
"19","26",26,"OFAV_PS_9EV5",0.0002552,126.518,0.667,199,-90,0.276,"C5","CH"
"20","27",27,"OFAV_PS_9EV5",0.0004197,145.456,1.072,192.555,5.572,0.455,"C5","W"
"21","28",28,"OFAV_PS_9EV5",0.0002628,141.912,30.006,205.614,11.965,0.284,"C5","CW"
"22","29",29,"OFAV_PS_9EV5",0.178,162.323,0,226,0,0,"C5","A"
"23","3",3,"OFAV_PS_9EV5",0.0004163,178.278,0.144,215.725,13.1,0.451,"C1","W"
"24","30",30,"OFAV_PS_9EV5",0.076,152.507,0,226,0,0,"C5","CA"
"25","4",4,"OFAV_PS_9EV5",0.0002501,151.611,0.095,196.986,7.633,0.27,"C1","CW"
"26","5",5,"OFAV_PS_9EV5",0.144,175.68,0,231,0,0,"C1","A"
"27","6",6,"OFAV_PS_9EV5",0.068,160.22,0,227,0,0,"C1","CA"
"28","7",7,"OFAV_PS_9EV5",0.0004239,165.66,82.851,215.337,-97.253,0.459,"C2","H"
"29","8",8,"OFAV_PS_9EV5",0.0002645,139.598,0.67,200,-97.193,0.287,"C2","CH"
"30","9",9,"OFAV_PS_9EV5",0.000451,165.737,0.667,213.322,2.265,0.489,"C2","W"
