"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_2GT41_P2.JPG",0.0004241,164.38,118.21,217.333,-91.637,0.422,"C1","H"
"2","10","OFRA_PP_2GT41_P2.JPG",0.0002055,145.55,2.87,189.875,8.489,0.204,"C2","CW"
"3","11","OFRA_PP_2GT41_P2.JPG",0.139,164.656,0,245,0,0,"C2","A"
"4","12","OFRA_PP_2GT41_P2.JPG",0.052,145.706,0,215,0,0,"C2","CA"
"5","13","OFRA_PP_2GT41_P2.JPG",0.0004352,153.143,0.824,202.167,-93.991,0.433,"C3","H"
"6","14","OFRA_PP_2GT41_P2.JPG",0.0002801,166.794,114.668,205.212,-93.731,0.278,"C3","CH"
"7","15","OFRA_PP_2GT41_P2.JPG",0.0004332,170.896,123.051,201.216,10.472,0.431,"C3","W"
"8","16","OFRA_PP_2GT41_P2.JPG",0.00027,156.124,2.038,198.365,8.191,0.268,"C3","CW"
"9","17","OFRA_PP_2GT41_P2.JPG",0.158,174.254,0,236,0,0,"C3","A"
"10","18","OFRA_PP_2GT41_P2.JPG",0.058,163.514,0,218,0,0,"C3","CA"
"11","19","OFRA_PP_2GT41_P2.JPG",0.0003637,139.27,0.333,192.904,-103.805,0.362,"C4","H"
"12","2","OFRA_PP_2GT41_P2.JPG",0.0002458,145.421,99.395,185.819,-91.414,0.244,"C1","CH"
"13","20","OFRA_PP_2GT41_P2.JPG",0.000267,141.343,6.972,178.392,-100.033,0.265,"C4","CH"
"14","21","OFRA_PP_2GT41_P2.JPG",0.000402,144.805,0.429,186.971,7.804,0.399,"C4","W"
"15","22","OFRA_PP_2GT41_P2.JPG",0.0002116,142.72,0.856,173.123,12.707,0.21,"C4","CW"
"16","23","OFRA_PP_2GT41_P2.JPG",0.092,156.78,0,219,0,0,"C4","A"
"17","24","OFRA_PP_2GT41_P2.JPG",0.052,150.398,0,194,0,0,"C4","CA"
"18","25","OFRA_PP_2GT41_P2.JPG",0.0004131,156.045,98.462,194.667,-111.541,0.41,"C5","H"
"19","26","OFRA_PP_2GT41_P2.JPG",0.0002448,143.644,98.223,190.859,-112.329,0.243,"C5","CH"
"20","27","OFRA_PP_2GT41_P2.JPG",0.0003294,155.592,0.204,193.311,3.16,0.328,"C5","W"
"21","28","OFRA_PP_2GT41_P2.JPG",0.0002186,143.296,0.617,182.083,0.531,0.217,"C5","CW"
"22","29","OFRA_PP_2GT41_P2.JPG",0.089,160.372,0,227,0,0,"C5","A"
"23","3","OFRA_PP_2GT41_P2.JPG",0.0003456,154.28,0,192.031,13.183,0.343,"C1","W"
"24","30","OFRA_PP_2GT41_P2.JPG",0.047,153.791,0,200,0,0,"C5","CA"
"25","4","OFRA_PP_2GT41_P2.JPG",0.0001551,142.548,0,180.346,4.485,0.154,"C1","CW"
"26","5","OFRA_PP_2GT41_P2.JPG",0.122,163.711,0,226,0,0,"C1","A"
"27","6","OFRA_PP_2GT41_P2.JPG",0.053,152.304,0,213,0,0,"C1","CA"
"28","7","OFRA_PP_2GT41_P2.JPG",0.0004584,154.771,1.063,205.348,-85.456,0.456,"C2","H"
"29","8","OFRA_PP_2GT41_P2.JPG",0.000267,132.247,1.374,178.164,-81.501,0.265,"C2","CH"
"30","9","OFRA_PP_2GT41_P2.JPG",0.0003365,159.972,0.042,196.117,2.064,0.334,"C2","W"
