"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_PP_2HS12",0.000265,158.66,3,208.766,-91.423,0.292,"C1","H"
"2","10",10,"OFAV_PP_2HS12",0.000201,133.277,0.039,194.51,27.824,0.221,"C2","CW"
"3","11",11,"OFAV_PP_2HS12",0.079,171.981,0,229,0,0,"C2","A"
"4","12",12,"OFAV_PP_2HS12",0.039,155.711,0,222,0,0,"C2","CA"
"5","13",13,"OFAV_PP_2HS12",0.0003126,130.958,1.25,212.938,-84.259,0.344,"C3","H"
"6","14",14,"OFAV_PP_2HS12",0.0001862,70.313,0.333,149,-90,0.205,"C3","CH"
"7","15",15,"OFAV_PP_2HS12",0.0004201,141.816,1.848,198.4,4.261,0.463,"C3","W"
"8","16",16,"OFAV_PP_2HS12",0.0002502,98.589,0.501,178.295,16.049,0.275,"C3","CW"
"9","17",17,"OFAV_PP_2HS12",0.135,149.839,0,225,0,0,"C3","A"
"10","18",18,"OFAV_PP_2HS12",0.049,120.656,0,208,0,0,"C3","CA"
"11","19",19,"OFAV_PP_2HS12",0.0002872,168.3,83.782,218.004,-99.246,0.316,"C4","H"
"12","2",2,"OFAV_PP_2HS12",0.000183,60.296,0,148.703,-90.516,0.201,"C1","CH"
"13","20",20,"OFAV_PP_2HS12",0.0001903,130.193,0.404,174.982,-108.122,0.21,"C4","CH"
"14","21",21,"OFAV_PP_2HS12",0.000466,160.824,0.333,214,4.352,0.513,"C4","W"
"15","22",22,"OFAV_PP_2HS12",0.0002388,111.121,0.333,194.99,7.542,0.262,"C4","CW"
"16","23",23,"OFAV_PP_2HS12",0.097,166.284,0,226,0,0,"C4","A"
"17","24",24,"OFAV_PP_2HS12",0.044,147.941,0,226,0,0,"C4","CA"
"18","25",25,"OFAV_PP_2HS12",0.0003331,133.426,0.178,197.073,-47.099,0.367,"C5","H"
"19","26",26,"OFAV_PP_2HS12",0.0001854,91.541,1.737,132.333,-56.592,0.204,"C5","CH"
"20","27",27,"OFAV_PP_2HS12",0.0003856,126.851,56.689,192.799,8.579,0.425,"C5","W"
"21","28",28,"OFAV_PP_2HS12",0.0002347,95.369,0.001,160.742,8.073,0.258,"C5","CW"
"22","29",29,"OFAV_PP_2HS12",0.114,142.382,0,225,0,0,"C5","A"
"23","3",3,"OFAV_PP_2HS12",0.0004045,151.281,0.141,220.667,14.826,0.446,"C1","W"
"24","30",30,"OFAV_PP_2HS12",0.046,121.188,0,207,0,0,"C5","CA"
"25","4",4,"OFAV_PP_2HS12",0.0002429,125.139,0.362,195.04,12.529,0.267,"C1","CW"
"26","5",5,"OFAV_PP_2HS12",0.104,155.612,0,226,0,0,"C1","A"
"27","6",6,"OFAV_PP_2HS12",0.051,134.116,0,225,0,0,"C1","CA"
"28","7",7,"OFAV_PP_2HS12",0.0002995,156.329,0.54,217.572,-79.061,0.329,"C2","H"
"29","8",8,"OFAV_PP_2HS12",0.0001977,138.777,0.347,182,-81.363,0.217,"C2","CH"
"30","9",9,"OFAV_PP_2HS12",0.0002896,156.573,1.181,220.707,26.346,0.318,"C2","W"
