"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PS_9GT30.JPG",0.0004787,178.149,0,210,-96.491,0.491,"C1","H"
"2","10","OFRA_PS_9GT30.JPG",0.0002427,137.846,0.043,193.697,9.462,0.249,"C2","CW"
"3","11","OFRA_PS_9GT30.JPG",0.18,188.661,0,223,0,0,"C2","A"
"4","12","OFRA_PS_9GT30.JPG",0.056,169.017,0,205,0,0,"C2","CA"
"5","13","OFRA_PS_9GT30.JPG",0.0004626,169.933,0.58,203.596,-97.431,0.474,"C3","H"
"6","14","OFRA_PS_9GT30.JPG",0.0002938,162.933,120.307,184.084,-92.779,0.301,"C3","CH"
"7","15","OFRA_PS_9GT30.JPG",0.0002303,158.012,2.576,189.667,7.829,0.236,"C3","W"
"8","16","OFRA_PS_9GT30.JPG",0.0002218,158.93,0.607,184.147,6.667,0.226,"C3","CW"
"9","17","OFRA_PS_9GT30.JPG",0.142,180.352,0,214,0,0,"C3","A"
"10","18","OFRA_PS_9GT30.JPG",0.057,166.559,0,208,0,0,"C3","CA"
"11","19","OFRA_PS_9GT30.JPG",0.000454,162.495,105.228,200.198,-101.944,0.466,"C4","H"
"12","2","OFRA_PS_9GT30.JPG",0.0002455,185.049,147.341,203.333,-92.663,0.251,"C1","CH"
"13","20","OFRA_PS_9GT30.JPG",0.0003166,165.219,106.392,196.414,-98.276,0.325,"C4","CH"
"14","21","OFRA_PS_9GT30.JPG",0.0003441,167.173,0,201.434,6.654,0.353,"C4","W"
"15","22","OFRA_PS_9GT30.JPG",0.0002218,160.864,0,191.834,8.13,0.227,"C4","CW"
"16","23","OFRA_PS_9GT30.JPG",0.124,177.97,0,221,0,0,"C4","A"
"17","24","OFRA_PS_9GT30.JPG",0.062,166.935,0,207,0,0,"C4","CA"
"18","25","OFRA_PS_9GT30.JPG",0.0003867,197.859,160.432,214.822,-92.251,0.397,"C5","H"
"19","26","OFRA_PS_9GT30.JPG",0.0002521,188.141,160.89,211.725,-112.603,0.258,"C5","CH"
"20","27","OFRA_PS_9GT30.JPG",0.0004844,184.42,0.333,215.126,3.149,0.496,"C5","W"
"21","28","OFRA_PS_9GT30.JPG",0.0002938,181.765,0.414,213.893,5.01,0.301,"C5","CW"
"22","29","OFRA_PS_9GT30.JPG",0.164,196.117,0,224,0,0,"C5","A"
"23","3","OFRA_PS_9GT30.JPG",0.0004967,185.314,0,215.648,3.289,0.509,"C1","W"
"24","30","OFRA_PS_9GT30.JPG",0.071,186.09,0,224,0,0,"C5","CA"
"25","4","OFRA_PS_9GT30.JPG",0.0002938,159.662,0.618,202.647,0.556,0.301,"C1","CW"
"26","5","OFRA_PS_9GT30.JPG",0.196,195.66,0,228,0,0,"C1","A"
"27","6","OFRA_PS_9GT30.JPG",0.065,178.315,0,213,0,0,"C1","CA"
"28","7","OFRA_PS_9GT30.JPG",0.0004465,174.367,0.8,216.973,-100.665,0.458,"C2","H"
"29","8","OFRA_PS_9GT30.JPG",0.0002711,149.622,2.056,197.1,-106.526,0.277,"C2","CH"
"30","9","OFRA_PS_9GT30.JPG",0.0004645,184.828,136.856,210.174,8.826,0.476,"C2","W"
