"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_2HS17_P1.JPG",0.0006171,184.891,119.589,228.056,-97.781,0.633,"C1","H"
"2","10","OFRA_PP_2HS17_P1.JPG",0.0003194,138.808,2.333,198.333,0,0.327,"C2","CW"
"3","11","OFRA_PP_2HS17_P1.JPG",0.187,175.312,0,232,0,0,"C2","A"
"4","12","OFRA_PP_2HS17_P1.JPG",0.101,157.07,0,225,0,0,"C2","CA"
"5","13","OFRA_PP_2HS17_P1.JPG",0.0004389,163.325,0.515,219.857,-104.036,0.45,"C3","H"
"6","14","OFRA_PP_2HS17_P1.JPG",0.0002995,118.572,1.082,171.241,-107.745,0.307,"C3","CH"
"7","15","OFRA_PP_2HS17_P1.JPG",0.0003649,148.852,0.333,204.667,0,0.374,"C3","W"
"8","16","OFRA_PP_2HS17_P1.JPG",0.000255,152.984,87.229,189.751,-0.855,0.261,"C3","CW"
"9","17","OFRA_PP_2HS17_P1.JPG",0.162,173.881,0,230,0,0,"C3","A"
"10","18","OFRA_PP_2HS17_P1.JPG",0.083,157.958,0,213,0,0,"C3","CA"
"11","19","OFRA_PP_2HS17_P1.JPG",0.0004237,154.168,0.092,205.255,-106.157,0.434,"C4","H"
"12","2","OFRA_PP_2HS17_P1.JPG",0.0003024,172.229,117.183,220.378,-96.499,0.31,"C1","CH"
"13","20","OFRA_PP_2HS17_P1.JPG",0.0003725,155.591,0.292,197.667,-101.768,0.382,"C4","CH"
"14","21","OFRA_PP_2HS17_P1.JPG",0.0004597,171.028,0.485,206.758,-7.595,0.471,"C4","W"
"15","22","OFRA_PP_2HS17_P1.JPG",0.0003232,163.934,0.333,206.039,-1.348,0.331,"C4","CW"
"16","23","OFRA_PP_2HS17_P1.JPG",0.207,177.876,0,232,0,0,"C4","A"
"17","24","OFRA_PP_2HS17_P1.JPG",0.093,163.078,0,219,0,0,"C4","CA"
"18","25","OFRA_PP_2HS17_P1.JPG",0.0004284,153.063,0.668,199.679,-106.504,0.439,"C5","H"
"19","26","OFRA_PP_2HS17_P1.JPG",0.000345,141.075,0,196.717,-101.434,0.354,"C5","CH"
"20","27","OFRA_PP_2HS17_P1.JPG",0.0004521,153.845,0.333,195.333,0,0.463,"C5","W"
"21","28","OFRA_PP_2HS17_P1.JPG",0.0003043,159.111,116.9,192.133,2.862,0.312,"C5","CW"
"22","29","OFRA_PP_2HS17_P1.JPG",0.19,176.327,0,227,0,0,"C5","A"
"23","3","OFRA_PP_2HS17_P1.JPG",0.0004825,180.996,0.239,213.816,1.353,0.495,"C1","W"
"24","30","OFRA_PP_2HS17_P1.JPG",0.089,162.301,0,216,0,0,"C5","CA"
"25","4","OFRA_PP_2HS17_P1.JPG",0.0003536,164.416,0,209.333,0,0.362,"C1","CW"
"26","5","OFRA_PP_2HS17_P1.JPG",0.238,185.152,0,239,0,0,"C1","A"
"27","6","OFRA_PP_2HS17_P1.JPG",0.1,170.228,0,232,0,0,"C1","CA"
"28","7","OFRA_PP_2HS17_P1.JPG",0.0004844,170.195,0.224,231.996,-98.575,0.496,"C2","H"
"29","8","OFRA_PP_2HS17_P1.JPG",0.0003156,136.951,0.77,196.519,-99.009,0.323,"C2","CH"
"30","9","OFRA_PP_2HS17_P1.JPG",0.0005147,162.975,3.112,205.388,5.5,0.528,"C2","W"
