"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_PS_OHS2",0.0004067,126.965,0.24,178.871,-82.523,0.443,"C1","H"
"2","10",10,"OFAV_PS_OHS2",0.0002222,176.07,4.661,203.333,6.963,0.242,"C2","CW"
"3","11",11,"OFAV_PS_OHS2",0.108,177.044,0,218,0,0,"C2","A"
"4","12",12,"OFAV_PS_OHS2",0.05,167.63,0,216,0,0,"C2","CA"
"5","13",13,"OFAV_PS_OHS2",0.0003966,155.757,0.403,205.821,-85.135,0.432,"C3","H"
"6","14",14,"OFAV_PS_OHS2",0.0002273,140.45,0.753,193,-79.771,0.248,"C3","CH"
"7","15",15,"OFAV_PS_OHS2",0.0003539,168.444,1.016,187.667,8.477,0.385,"C3","W"
"8","16",16,"OFAV_PS_OHS2",0.0001987,156.563,5.942e-11,184.868,7.306,0.216,"C3","CW"
"9","17",17,"OFAV_PS_OHS2",0.135,167.598,0,211,0,0,"C3","A"
"10","18",18,"OFAV_PS_OHS2",0.052,162.473,0,211,0,0,"C3","CA"
"11","19",19,"OFAV_PS_OHS2",0.0003287,119.043,0.169,187.467,-96.761,0.358,"C4","H"
"12","2",2,"OFAV_PS_OHS2",0.000218,137.001,83.716,162.103,-84.685,0.237,"C1","CH"
"13","20",20,"OFAV_PS_OHS2",0.0002289,133.705,10.27,178.638,-96.759,0.249,"C4","CH"
"14","21",21,"OFAV_PS_OHS2",0.0003631,157.803,0.333,203.333,-1.326,0.396,"C4","W"
"15","22",22,"OFAV_PS_OHS2",0.0002105,115.046,0.333,183.667,1.375,0.229,"C4","CW"
"16","23",23,"OFAV_PS_OHS2",0.115,156.927,0,212,0,0,"C4","A"
"17","24",24,"OFAV_PS_OHS2",0.058,147.161,0,203,0,0,"C4","CA"
"18","25",25,"OFAV_PS_OHS2",0.0003581,138.992,0.163,190.244,-69.948,0.39,"C5","H"
"19","26",26,"OFAV_PS_OHS2",0.000192,125.803,85.981,154.654,-82.439,0.209,"C5","CH"
"20","27",27,"OFAV_PS_OHS2",0.0003514,140.007,0.324,186.038,25.216,0.383,"C5","W"
"21","28",28,"OFAV_PS_OHS2",0.0002147,132.878,0.333,191.804,23.552,0.234,"C5","CW"
"22","29",29,"OFAV_PS_OHS2",0.116,153.263,0,209,0,0,"C5","A"
"23","3",3,"OFAV_PS_OHS2",0.0003824,145.666,0.938,195.278,14.128,0.416,"C1","W"
"24","30",30,"OFAV_PS_OHS2",0.046,138.585,0,202,0,0,"C5","CA"
"25","4",4,"OFAV_PS_OHS2",0.0002021,140.032,89.36,185.931,9.345,0.22,"C1","CW"
"26","5",5,"OFAV_PS_OHS2",0.147,150.646,0,201,0,0,"C1","A"
"27","6",6,"OFAV_PS_OHS2",0.055,139.457,0,201,0,0,"C1","CA"
"28","7",7,"OFAV_PS_OHS2",0.0003296,180.882,113.943,211.201,-84.726,0.359,"C2","H"
"29","8",8,"OFAV_PS_OHS2",0.0002222,127.962,0.051,191.061,-91.736,0.242,"C2","CH"
"30","9",9,"OFAV_PS_OHS2",0.0003673,171.824,0.207,212.566,8.686,0.4,"C2","W"
