"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_8HS24.JPG",0.0005279,133.665,0.381,206.471,-97.165,0.528,"C1","H"
"2","10","OFRA_PP_8HS24.JPG",0.0002878,146.127,0.333,208.333,0,0.287,"C2","CW"
"3","11","OFRA_PP_8HS24.JPG",0.234,190.823,0,239,0,0,"C2","A"
"4","12","OFRA_PP_8HS24.JPG",0.098,175.082,0,233,0,0,"C2","CA"
"5","13","OFRA_PP_8HS24.JPG",0.0004661,142.75,0.333,207.711,-102.609,0.466,"C3","H"
"6","14","OFRA_PP_8HS24.JPG",0.0003436,136.492,4.735,188.198,-96.009,0.343,"C3","CH"
"7","15","OFRA_PP_8HS24.JPG",0.0005657,165.545,0.173,207,8.216,0.566,"C3","W"
"8","16","OFRA_PP_8HS24.JPG",0.0003386,140.417,0.678,204.043,8.13,0.339,"C3","CW"
"9","17","OFRA_PP_8HS24.JPG",0.213,171.024,0,237,0,0,"C3","A"
"10","18","OFRA_PP_8HS24.JPG",0.096,149.018,0,232,0,0,"C3","CA"
"11","19","OFRA_PP_8HS24.JPG",0.0005866,160.993,0.333,232.764,-91.461,0.587,"C4","H"
"12","2","OFRA_PP_8HS24.JPG",0.0003446,133.586,83.777,187.342,-114.114,0.344,"C1","CH"
"13","20","OFRA_PP_8HS24.JPG",0.0003217,153.152,89.905,189.486,-93.209,0.321,"C4","CH"
"14","21","OFRA_PP_8HS24.JPG",0.0006065,170.315,0.366,214.019,4.247,0.606,"C4","W"
"15","22","OFRA_PP_8HS24.JPG",0.0002829,156.425,86.72,192.704,5.469,0.283,"C4","CW"
"16","23","OFRA_PP_8HS24.JPG",0.201,175.731,0,233,0,0,"C4","A"
"17","24","OFRA_PP_8HS24.JPG",0.102,159.678,0,232,0,0,"C4","CA"
"18","25","OFRA_PP_8HS24.JPG",0.0005986,146.907,0.433,216.333,-89.714,0.599,"C5","H"
"19","26","OFRA_PP_8HS24.JPG",0.0003775,120.73,73.037,222.481,-90.455,0.377,"C5","CH"
"20","27","OFRA_PP_8HS24.JPG",0.0005368,148.186,0.651,201.333,12.563,0.537,"C5","W"
"21","28","OFRA_PP_8HS24.JPG",0.0003346,129.605,0.46,179.601,9.8,0.334,"C5","CW"
"22","29","OFRA_PP_8HS24.JPG",0.28,169.642,0,234,0,0,"C5","A"
"23","3","OFRA_PP_8HS24.JPG",0.0006354,143.8,0.161,193.962,3.778,0.636,"C1","W"
"24","30","OFRA_PP_8HS24.JPG",0.107,140.055,0,232,0,0,"C5","CA"
"25","4","OFRA_PP_8HS24.JPG",0.0003536,115.247,0,166.076,1.456,0.353,"C1","CW"
"26","5","OFRA_PP_8HS24.JPG",0.239,164.377,0,218,0,0,"C1","A"
"27","6","OFRA_PP_8HS24.JPG",0.102,135.177,0,190,0,0,"C1","CA"
"28","7","OFRA_PP_8HS24.JPG",0.0005299,176.168,0.322,220.308,-96.161,0.53,"C2","H"
"29","8","OFRA_PP_8HS24.JPG",0.0003595,162.284,0.333,221.667,-92.386,0.36,"C2","CH"
"30","9","OFRA_PP_8HS24.JPG",0.0005209,182.574,0.046,214.935,-0.659,0.521,"C2","W"
