"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFAV_PP_9AZ9",0.0004033,146.785,0.332,214.818,-100.24,0.436,"C1","H"
"2","10","OFAV_PP_9AZ9",0.0002987,124.946,0.025,191.728,5.906,0.323,"C2","CW"
"3","11","OFAV_PP_9AZ9",0.168,155.316,0,227,0,0,"C2","A"
"4","12","OFAV_PP_9AZ9",0.079,142.152,0,221,0,0,"C2","CA"
"5","13","OFAV_PP_9AZ9",0.0004314,144.835,0.683,214.282,-95.44,0.467,"C3","H"
"6","14","OFAV_PP_9AZ9",0.0002714,102.274,0.333,176.686,-92.701,0.294,"C3","CH"
"7","15","OFAV_PP_9AZ9",0.0003821,120.583,0.136,180.667,3.073,0.413,"C3","W"
"8","16","OFAV_PP_9AZ9",0.0002561,126.021,0.31,194.333,1.718,0.277,"C3","CW"
"9","17","OFAV_PP_9AZ9",0.154,139.928,0,220,0,0,"C3","A"
"10","18","OFAV_PP_9AZ9",0.071,126.307,0,220,0,0,"C3","CA"
"11","19","OFAV_PP_9AZ9",0.0004306,136.74,1.367,204.667,-97.167,0.466,"C4","H"
"12","2","OFAV_PP_9AZ9",0.0002553,124.06,58.513,188.716,-96.911,0.276,"C1","CH"
"13","20","OFAV_PP_9AZ9",0.0002944,127.768,74.823,181.955,-97.001,0.318,"C4","CH"
"14","21","OFAV_PP_9AZ9",0.0004118,116.024,0.157,216,8.936,0.445,"C4","W"
"15","22","OFAV_PP_9AZ9",0.0002765,128.216,0.574,178,2.651,0.299,"C4","CW"
"16","23","OFAV_PP_9AZ9",0.181,149.35,0,226,0,0,"C4","A"
"17","24","OFAV_PP_9AZ9",0.079,124.016,0,219,0,0,"C4","CA"
"18","25","OFAV_PP_9AZ9",0.0003719,110.613,0.202,186.205,-90.263,0.402,"C5","H"
"19","26","OFAV_PP_9AZ9",0.000274,125.24,60.699,175.391,-95.356,0.296,"C5","CH"
"20","27","OFAV_PP_9AZ9",0.0003948,128.677,1.167,184.847,4.456,0.427,"C5","W"
"21","28","OFAV_PP_9AZ9",0.0002689,95.852,0.481,173.734,4.733,0.291,"C5","CW"
"22","29","OFAV_PP_9AZ9",0.163,144.239,0,223,0,0,"C5","A"
"23","3","OFAV_PP_9AZ9",0.0004178,141.207,61.65,207.05,11.654,0.452,"C1","W"
"24","30","OFAV_PP_9AZ9",0.07,122.625,0,216,0,0,"C5","CA"
"25","4","OFAV_PP_9AZ9",0.0002936,141.86,0.333,186.156,9.545,0.317,"C1","CW"
"26","5","OFAV_PP_9AZ9",0.178,149.951,0,231,0,0,"C1","A"
"27","6","OFAV_PP_9AZ9",0.077,129.552,0,224,0,0,"C1","CA"
"28","7","OFAV_PP_9AZ9",0.000468,142.32,0.335,210.568,-106.849,0.506,"C2","H"
"29","8","OFAV_PP_9AZ9",0.0002697,142.863,0.61,202.157,-93.27,0.291,"C2","CH"
"30","9","OFAV_PP_9AZ9",0.0003957,150.905,0.921,213.082,5.932,0.428,"C2","W"
