"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_SP_2AZ7_P3",0.0002998,130.121,1.814,146.28,-97.989,0.321,"C1","H"
"2","10",10,"OFAV_SP_2AZ7_P3",0.0002175,118.516,0.667,152.505,16.26,0.233,"C2","CW"
"3","11",11,"OFAV_SP_2AZ7_P3",0.083,121.477,0,160,0,0,"C2","A"
"4","12",12,"OFAV_SP_2AZ7_P3",0.038,114.57,0,160,0,0,"C2","CA"
"5","13",13,"OFAV_SP_2AZ7_P3",0.0002807,121.179,0.45,152.692,-80.013,0.301,"C3","H"
"6","14",14,"OFAV_SP_2AZ7_P3",0.0001681,108.724,0.136,151.611,-100.146,0.18,"C3","CH"
"7","15",15,"OFAV_SP_2AZ7_P3",0.0002539,117.451,0,158.502,0.785,0.272,"C3","W"
"8","16",16,"OFAV_SP_2AZ7_P3",0.000175,125.279,0.61,154.83,9.181,0.187,"C3","CW"
"9","17",17,"OFAV_SP_2AZ7_P3",0.062,126.339,0,168,0,0,"C3","A"
"10","18",18,"OFAV_SP_2AZ7_P3",0.028,120.524,0,168,0,0,"C3","CA"
"11","19",19,"OFAV_SP_2AZ7_P3",0.0003553,99.006,0,147.328,-85.795,0.381,"C4","H"
"12","2",2,"OFAV_SP_2AZ7_P3",0.0001768,124.469,2.15,152.606,-98.489,0.189,"C1","CH"
"13","20",20,"OFAV_SP_2AZ7_P3",0.0002045,111.334,0.491,143.893,-83.66,0.219,"C4","CH"
"14","21",21,"OFAV_SP_2AZ7_P3",0.0003093,126.007,0.101,147.479,2.895,0.332,"C4","W"
"15","22",22,"OFAV_SP_2AZ7_P3",0.0001906,108.792,81.485,141.11,4.72,0.204,"C4","CW"
"16","23",23,"OFAV_SP_2AZ7_P3",0.107,124.618,0,155,0,0,"C4","A"
"17","24",24,"OFAV_SP_2AZ7_P3",0.048,119.974,0,155,0,0,"C4","CA"
"18","25",25,"OFAV_SP_2AZ7_P3",0.0003111,115.855,0.259,146.592,-79.695,0.333,"C5","H"
"19","26",26,"OFAV_SP_2AZ7_P3",0.0002071,98.469,0.067,145.262,-97.722,0.222,"C5","CH"
"20","27",27,"OFAV_SP_2AZ7_P3",0.0002712,110.24,0.179,146.974,2.936,0.291,"C5","W"
"21","28",28,"OFAV_SP_2AZ7_P3",0.0002002,128.717,0.246,155.123,15.124,0.214,"C5","CW"
"22","29",29,"OFAV_SP_2AZ7_P3",0.067,126.2,0,168,0,0,"C5","A"
"23","3",3,"OFAV_SP_2AZ7_P3",0.0003336,128.414,96.667,148.354,-0.448,0.357,"C1","W"
"24","30",30,"OFAV_SP_2AZ7_P3",0.039,122.105,0,168,0,0,"C5","CA"
"25","4",4,"OFAV_SP_2AZ7_P3",0.0002123,115.824,0.536,142.73,4.939,0.227,"C1","CW"
"26","5",5,"OFAV_SP_2AZ7_P3",0.099,129.46,0,165,0,0,"C1","A"
"27","6",6,"OFAV_SP_2AZ7_P3",0.039,126.567,0,165,0,0,"C1","CA"
"28","7",7,"OFAV_SP_2AZ7_P3",0.0003189,116.815,0.439,149.482,-85.625,0.342,"C2","H"
"29","8",8,"OFAV_SP_2AZ7_P3",0.0002218,95.015,0.068,140.928,-99.019,0.238,"C2","CH"
"30","9",9,"OFAV_SP_2AZ7_P3",0.0002963,124.778,0.163,149.752,9.794,0.317,"C2","W"
