"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFRA_PS_OCX4",0.0003623,152.778,0.272,221,-91.061,0.395,"C1","H"
"2","10",10,"OFRA_PS_OCX4",0.0002217,137.901,2.697,179.697,0.868,0.242,"C2","CW"
"3","11",11,"OFRA_PS_OCX4",0.236,164.24,0,210,0,0,"C2","A"
"4","12",12,"OFRA_PS_OCX4",0.064,148.374,0,195,0,0,"C2","CA"
"5","13",13,"OFRA_PS_OCX4",0.0004158,170.545,0.333,216.667,-88.614,0.454,"C3","H"
"6","14",14,"OFRA_PS_OCX4",0.0002594,173.108,119.33,205.333,-93.715,0.282,"C3","CH"
"7","15",15,"OFRA_PS_OCX4",0.0004861,179.167,0.333,223.667,2.37,0.531,"C3","W"
"8","16",16,"OFRA_PS_OCX4",0.0002627,166.848,0.441,217.333,5.128,0.287,"C3","CW"
"9","17",17,"OFRA_PS_OCX4",0.17,190.498,0,225,0,0,"C3","A"
"10","18",18,"OFRA_PS_OCX4",0.078,175.916,0,225,0,0,"C3","CA"
"11","19",19,"OFRA_PS_OCX4",0.0004827,198.519,159.331,230.157,-83.22,0.527,"C4","H"
"12","2",2,"OFRA_PS_OCX4",0.0002451,186.749,152,211.626,-89.215,0.267,"C1","CH"
"13","20",20,"OFRA_PS_OCX4",0.0002694,172.457,0.364,218.754,-95.001,0.294,"C4","CH"
"14","21",21,"OFRA_PS_OCX4",0.000476,187.07,0.333,231.822,0.403,0.52,"C4","W"
"15","22",22,"OFRA_PS_OCX4",0.0002476,169.018,0.019,211.171,12.529,0.27,"C4","CW"
"16","23",23,"OFRA_PS_OCX4",0.218,196.259,0,239,0,0,"C4","A"
"17","24",24,"OFRA_PS_OCX4",0.073,189.277,0,235,0,0,"C4","CA"
"18","25",25,"OFRA_PS_OCX4",0.0004267,189.69,0.435,223.42,-85.946,0.466,"C5","H"
"19","26",26,"OFRA_PS_OCX4",0.0002719,178.048,113.333,216.58,-92.121,0.297,"C5","CH"
"20","27",27,"OFRA_PS_OCX4",0.0004635,191.957,0.41,223.595,2.904,0.506,"C5","W"
"21","28",28,"OFRA_PS_OCX4",0.0002476,156.317,0.35,220.595,7.8,0.27,"C5","CW"
"22","29",29,"OFRA_PS_OCX4",0.163,199.633,0,233,0,0,"C5","A"
"23","3",3,"OFRA_PS_OCX4",0.0005095,203.164,0.333,233.333,0,0.556,"C1","W"
"24","30",30,"OFRA_PS_OCX4",0.065,181.478,0,232,0,0,"C5","CA"
"25","4",4,"OFRA_PS_OCX4",0.0002719,182.872,0,220,0,0.296,"C1","CW"
"26","5",5,"OFRA_PS_OCX4",0.179,208.137,0,237,0,0,"C1","A"
"27","6",6,"OFRA_PS_OCX4",0.076,193.06,0,236,0,0,"C1","CA"
"28","7",7,"OFRA_PS_OCX4",0.0004426,146.441,0,187,-88.698,0.483,"C2","H"
"29","8",8,"OFRA_PS_OCX4",0.0002627,143.594,95.948,185.673,-94.399,0.286,"C2","CH"
"30","9",9,"OFRA_PS_OCX4",0.0005564,166.796,0,195,-2.07,0.608,"C2","W"
