"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_SS_2AZ2",0.000407,179.909,88.991,223.277,-79.535,0.441,"C1","H"
"2","10",10,"OFAV_SS_2AZ2",0.0001696,161.685,2.954,220.909,14.876,0.183,"C2","CW"
"3","11",11,"OFAV_SS_2AZ2",0.121,194.956,0,239,0,0,"C2","A"
"4","12",12,"OFAV_SS_2AZ2",0.037,184.376,0,231,0,0,"C2","CA"
"5","13",13,"OFAV_SS_2AZ2",0.0003722,193.613,107.361,218.913,-109.179,0.404,"C3","H"
"6","14",14,"OFAV_SS_2AZ2",0.000173,151.294,0.003,209.757,-111.644,0.187,"C3","CH"
"7","15",15,"OFAV_SS_2AZ2",0.0004087,184.589,0.586,213.384,-23.527,0.443,"C3","W"
"8","16",16,"OFAV_SS_2AZ2",0.0002069,141.953,0,208.037,2.121,0.224,"C3","CW"
"9","17",17,"OFAV_SS_2AZ2",0.135,193.258,0,222,0,0,"C3","A"
"10","18",18,"OFAV_SS_2AZ2",0.035,176.996,0,220,0,0,"C3","CA"
"11","19",19,"OFAV_SS_2AZ2",0.0003078,170.039,130.484,209.543,-88.418,0.333,"C4","H"
"12","2",2,"OFAV_SS_2AZ2",0.0001602,173.328,13.119,212.454,-81.741,0.173,"C1","CH"
"13","20",20,"OFAV_SS_2AZ2",0.000167,153.511,1,202.333,-90,0.18,"C4","CH"
"14","21",21,"OFAV_SS_2AZ2",0.0003748,167.87,0.602,230.667,4.16,0.406,"C4","W"
"15","22",22,"OFAV_SS_2AZ2",0.000212,155.54,3.534,225,5.528,0.229,"C4","CW"
"16","23",23,"OFAV_SS_2AZ2",0.102,180.115,0,231,0,0,"C4","A"
"17","24",24,"OFAV_SS_2AZ2",0.042,169.732,0,231,0,0,"C4","CA"
"18","25",25,"OFAV_SS_2AZ2",0.0003383,174.354,0.333,225.481,-84.806,0.366,"C5","H"
"19","26",26,"OFAV_SS_2AZ2",0.0001687,174.928,76.242,227.192,-89.421,0.182,"C5","CH"
"20","27",27,"OFAV_SS_2AZ2",0.0003697,165.924,0.661,223.1,13.844,0.4,"C5","W"
"21","28",28,"OFAV_SS_2AZ2",0.0001908,171.859,109.714,219.161,18.759,0.206,"C5","CW"
"22","29",29,"OFAV_SS_2AZ2",0.125,185.522,0,232,0,0,"C5","A"
"23","3",3,"OFAV_SS_2AZ2",0.0004383,166.607,0.36,218.211,22.543,0.476,"C1","W"
"24","30",30,"OFAV_SS_2AZ2",0.041,176.888,0,232,0,0,"C5","CA"
"25","4",4,"OFAV_SS_2AZ2",0.0002179,149.621,0.176,193.803,31.079,0.235,"C1","CW"
"26","5",5,"OFAV_SS_2AZ2",0.141,180.175,0,232,0,0,"C1","A"
"27","6",6,"OFAV_SS_2AZ2",0.035,172.361,0,232,0,0,"C1","CA"
"28","7",7,"OFAV_SS_2AZ2",0.0003222,208.641,154.002,232.797,-71.565,0.349,"C2","H"
"29","8",8,"OFAV_SS_2AZ2",0.0001882,135.755,0.219,218.333,-97.8,0.204,"C2","CH"
"30","9",9,"OFAV_SS_2AZ2",0.0003807,184.608,0.333,227.333,7.696,0.413,"C2","W"
