"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFAV_PP_9GT46.JPG",0.0003734,180.191,127.719,219.903,-99.462,0.369,"C1","H"
"2","10","OFAV_PP_9GT46.JPG",0.0002183,196.274,153.667,225.333,0,0.215,"C2","CW"
"3","11","OFAV_PP_9GT46.JPG",0.111,184.633,0,241,0,0,"C2","A"
"4","12","OFAV_PP_9GT46.JPG",0.057,178.658,0,241,0,0,"C2","CA"
"5","13","OFAV_PP_9GT46.JPG",0.000454,166.829,118.523,196.658,-88.452,0.449,"C3","H"
"6","14","OFAV_PP_9GT46.JPG",0.0002703,166.818,97.383,198.523,-88.047,0.267,"C3","CH"
"7","15","OFAV_PP_9GT46.JPG",0.0003652,168.432,1,214.401,-0.481,0.361,"C3","W"
"8","16","OFAV_PP_9GT46.JPG",0.0002459,166.266,0.167,203.083,-3.576,0.243,"C3","CW"
"9","17","OFAV_PP_9GT46.JPG",0.114,176.847,0,236,0,0,"C3","A"
"10","18","OFAV_PP_9GT46.JPG",0.06,165.106,0,223,0,0,"C3","CA"
"11","19","OFAV_PP_9GT46.JPG",0.0003152,150.898,0.003,218.666,-97.263,0.312,"C4","H"
"12","2","OFAV_PP_9GT46.JPG",0.0002775,183.537,145.111,217.485,-94.447,0.274,"C1","CH"
"13","20","OFAV_PP_9GT46.JPG",0.0002897,176.925,130.835,234.677,-105.362,0.286,"C4","CH"
"14","21","OFAV_PP_9GT46.JPG",0.0003316,189.704,125.617,229.741,-2.651,0.328,"C4","W"
"15","22","OFAV_PP_9GT46.JPG",0.000253,189.765,134.152,230.569,-4.185,0.249,"C4","CW"
"16","23","OFAV_PP_9GT46.JPG",0.129,181.195,0,237,0,0,"C4","A"
"17","24","OFAV_PP_9GT46.JPG",0.06,172.794,0,237,0,0,"C4","CA"
"18","25","OFAV_PP_9GT46.JPG",0.0004366,181.388,110.443,227.713,-77.821,0.431,"C5","H"
"19","26","OFAV_PP_9GT46.JPG",0.0003111,162.26,130.48,200.072,-84.908,0.307,"C5","CH"
"20","27","OFAV_PP_9GT46.JPG",0.0003897,183.176,128.969,209.504,0.902,0.385,"C5","W"
"21","28","OFAV_PP_9GT46.JPG",0.0002397,176.443,128.41,212,2.203,0.237,"C5","CW"
"22","29","OFAV_PP_9GT46.JPG",0.153,179.98,0,232,0,0,"C5","A"
"23","3","OFAV_PP_9GT46.JPG",0.0004142,186.741,0,225.963,1.697,0.409,"C1","W"
"24","30","OFAV_PP_9GT46.JPG",0.068,172.61,0,219,0,0,"C5","CA"
"25","4","OFAV_PP_9GT46.JPG",0.0002642,182.219,0,222.969,-1.332,0.261,"C1","CW"
"26","5","OFAV_PP_9GT46.JPG",0.121,183.645,0,239,0,0,"C1","A"
"27","6","OFAV_PP_9GT46.JPG",0.055,176.388,0,238,0,0,"C1","CA"
"28","7","OFAV_PP_9GT46.JPG",0.0004346,197.91,102.637,233.17,-95.67,0.429,"C2","H"
"29","8","OFAV_PP_9GT46.JPG",0.0002836,168.345,0.271,223.362,-99.36,0.279,"C2","CH"
"30","9","OFAV_PP_9GT46.JPG",0.0003683,182.641,2.033,237.042,-1.432,0.364,"C2","W"
