"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_1GT37_P1",0.0002187,160.401,138.269,176.909,-94.115,0.302,"C1","H"
"2","10","OFRA_PP_1GT37_P1",0.000202,120.512,72.75,147,1.781,0.279,"C2","CW"
"3","11","OFRA_PP_1GT37_P1",0.153,135.165,0,175,0,0,"C2","A"
"4","12","OFRA_PP_1GT37_P1",0.067,124.003,0,166,0,0,"C2","CA"
"5","13","OFRA_PP_1GT37_P1",0.0003524,156.584,53.333,173.291,-94.594,0.487,"C3","H"
"6","14","OFRA_PP_1GT37_P1",0.0002391,135.629,77.441,175.913,-97.032,0.331,"C3","CH"
"7","15","OFRA_PP_1GT37_P1",0.0002903,150.552,1.648,172.26,6.409,0.401,"C3","W"
"8","16","OFRA_PP_1GT37_P1",0.00019,145.286,0.919,173.985,6.968,0.262,"C3","CW"
"9","17","OFRA_PP_1GT37_P1",0.154,152.488,0,186,0,0,"C3","A"
"10","18","OFRA_PP_1GT37_P1",0.074,141.504,0,186,0,0,"C3","CA"
"11","19","OFRA_PP_1GT37_P1",0.0003508,153.085,0.83,179.654,-95.133,0.485,"C4","H"
"12","2","OFRA_PP_1GT37_P1",0.0001441,160.623,115.333,173.727,-83.729,0.198,"C1","CH"
"13","20","OFRA_PP_1GT37_P1",0.0002078,149.784,48.632,181.776,-94.044,0.287,"C4","CH"
"14","21","OFRA_PP_1GT37_P1",0.0003127,154.706,0.333,179.487,-1.724,0.432,"C4","W"
"15","22","OFRA_PP_1GT37_P1",0.0001812,151.843,0.333,176.133,1.325,0.25,"C4","CW"
"16","23","OFRA_PP_1GT37_P1",0.147,154.803,0,186,0,0,"C4","A"
"17","24","OFRA_PP_1GT37_P1",0.073,149.211,0,186,0,0,"C4","CA"
"18","25","OFRA_PP_1GT37_P1",0.00039,130.762,70.024,165.552,-90.691,0.539,"C5","H"
"19","26","OFRA_PP_1GT37_P1",0.000271,125.075,2.232,161.022,-85.126,0.374,"C5","CH"
"20","27","OFRA_PP_1GT37_P1",0.0003357,136.176,0.785,169.209,8.244,0.464,"C5","W"
"21","28","OFRA_PP_1GT37_P1",0.0001953,125.445,67.121,159.463,4.917,0.27,"C5","CW"
"22","29","OFRA_PP_1GT37_P1",0.192,141.75,0,179,0,0,"C5","A"
"23","3","OFRA_PP_1GT37_P1",0.000237,151.444,0.885,179.973,6.089,0.327,"C1","W"
"24","30","OFRA_PP_1GT37_P1",0.085,126.628,0,175,0,0,"C5","CA"
"25","4","OFRA_PP_1GT37_P1",8.823e-05,153.933,4.375,172.518,-1.023,0.121,"C1","CW"
"26","5","OFRA_PP_1GT37_P1",0.107,153.728,0,181,0,0,"C1","A"
"27","6","OFRA_PP_1GT37_P1",0.056,149.126,0,181,0,0,"C1","CA"
"28","7","OFRA_PP_1GT37_P1",0.000307,132.442,1.212,152.413,-95.672,0.424,"C2","H"
"29","8","OFRA_PP_1GT37_P1",0.0001937,105.787,0.118,145.163,-98.393,0.267,"C2","CH"
"30","9","OFRA_PP_1GT37_P1",0.0002824,138.083,1.666,165.108,11.976,0.39,"C2","W"
