"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFRA_PS_1GT42",0.0003911,131.507,1.152,197.956,-81.416,0.434,"C1","H"
"2","10",10,"OFRA_PS_1GT42",0.0002024,129.425,1.299,195.256,12.529,0.224,"C2","CW"
"3","11",11,"OFRA_PS_1GT42",0.144,149.975,0,238,0,0,"C2","A"
"4","12",12,"OFRA_PS_1GT42",0.056,152.517,0,238,0,0,"C2","CA"
"5","13",13,"OFRA_PS_1GT42",0.0003563,175.067,0.782,232.331,-85.301,0.395,"C3","H"
"6","14",14,"OFRA_PS_1GT42",0.0001943,154.547,79.025,226.645,-82.786,0.215,"C3","CH"
"7","15",15,"OFRA_PS_1GT42",0.0003158,152.512,0.585,212.769,9.317,0.35,"C3","W"
"8","16",16,"OFRA_PS_1GT42",0.0001692,137.022,0.083,215.628,11.634,0.187,"C3","CW"
"9","17",17,"OFRA_PS_1GT42",0.114,171.367,0,242,0,0,"C3","A"
"10","18",18,"OFRA_PS_1GT42",0.047,156.977,0,242,0,0,"C3","CA"
"11","2",2,"OFRA_PS_1GT42",0.0001927,115.386,48.118,167.81,-80.538,0.213,"C1","CH"
"12","3",3,"OFRA_PS_1GT42",0.0004089,126.502,0,194.317,-0.682,0.454,"C1","W"
"13","4",4,"OFRA_PS_1GT42",0.0002194,99.429,0.333,169,0,0.243,"C1","CW"
"14","5",5,"OFRA_PS_1GT42",0.136,130.579,0,209,0,0,"C1","A"
"15","6",6,"OFRA_PS_1GT42",0.052,123.034,0,209,0,0,"C1","CA"
"16","7",7,"OFRA_PS_1GT42",0.0003862,151.78,0.418,223.216,-72.022,0.429,"C2","H"
"17","8",8,"OFRA_PS_1GT42",0.0002267,151.476,0.993,213.888,-73.124,0.251,"C2","CH"
"18","9",9,"OFRA_PS_1GT42",0.0003708,167.723,0.116,221.063,7.172,0.411,"C2","W"
