"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_1GT37_P2.JPG",0.0004299,156.53,0.043,214.721,-102.875,0.43,"C1","H"
"2","10","OFRA_PP_1GT37_P2.JPG",0.0002717,158.342,0.025,210.268,6.968,0.271,"C2","CW"
"3","11","OFRA_PP_1GT37_P2.JPG",0.122,192.035,0,225,0,0,"C2","A"
"4","12","OFRA_PP_1GT37_P2.JPG",0.072,185.261,0,225,0,0,"C2","CA"
"5","13","OFRA_PP_1GT37_P2.JPG",0.000417,177.152,1.78,221.964,-85.885,0.417,"C3","H"
"6","14","OFRA_PP_1GT37_P2.JPG",0.0002965,138.346,0.172,203.859,-88.843,0.296,"C3","CH"
"7","15","OFRA_PP_1GT37_P2.JPG",0.0003662,180.758,0.355,211.414,17.103,0.366,"C3","W"
"8","16","OFRA_PP_1GT37_P2.JPG",0.0002398,167.163,0.333,207,0,0.239,"C3","CW"
"9","17","OFRA_PP_1GT37_P2.JPG",0.141,186.799,0,245,0,0,"C3","A"
"10","18","OFRA_PP_1GT37_P2.JPG",0.067,176.592,0,232,0,0,"C3","CA"
"11","19","OFRA_PP_1GT37_P2.JPG",0.0004498,161.733,0.247,241.725,-93.814,0.45,"C4","H"
"12","2","OFRA_PP_1GT37_P2.JPG",0.0002637,168.035,140.852,196.335,-98.499,0.263,"C1","CH"
"13","20","OFRA_PP_1GT37_P2.JPG",0.0003354,146.358,0,199.667,-91.534,0.335,"C4","CH"
"14","21","OFRA_PP_1GT37_P2.JPG",0.0004279,156.93,0.11,202.684,6.827,0.428,"C4","W"
"15","22","OFRA_PP_1GT37_P2.JPG",0.0003035,172.117,130.565,208,5.092,0.303,"C4","CW"
"16","23","OFRA_PP_1GT37_P2.JPG",0.198,164.667,0,237,0,0,"C4","A"
"17","24","OFRA_PP_1GT37_P2.JPG",0.098,162.324,0,237,0,0,"C4","CA"
"18","25","OFRA_PP_1GT37_P2.JPG",0.0003921,167.344,0.113,197.908,-100.109,0.392,"C5","H"
"19","26","OFRA_PP_1GT37_P2.JPG",0.0002737,171.891,136.774,189.729,-99.462,0.273,"C5","CH"
"20","27","OFRA_PP_1GT37_P2.JPG",0.000412,174.453,0.909,195.959,5.835,0.412,"C5","W"
"21","28","OFRA_PP_1GT37_P2.JPG",0.0002936,166.582,0.394,195.933,8.213,0.293,"C5","CW"
"22","29","OFRA_PP_1GT37_P2.JPG",0.154,181.119,0,221,0,0,"C5","A"
"23","3","OFRA_PP_1GT37_P2.JPG",0.0004339,175.709,2.026,202.667,6.733,0.434,"C1","W"
"24","30","OFRA_PP_1GT37_P2.JPG",0.064,172.001,0,205,0,0,"C5","CA"
"25","4","OFRA_PP_1GT37_P2.JPG",0.0002886,166.146,0,202.186,4.17,0.288,"C1","CW"
"26","5","OFRA_PP_1GT37_P2.JPG",0.168,174.218,0,231,0,0,"C1","A"
"27","6","OFRA_PP_1GT37_P2.JPG",0.085,167.911,0,215,0,0,"C1","CA"
"28","7","OFRA_PP_1GT37_P2.JPG",0.000398,177.704,0.065,218.343,-92.153,0.398,"C2","H"
"29","8","OFRA_PP_1GT37_P2.JPG",0.0002936,182.123,140.007,213.616,-87.079,0.294,"C2","CH"
"30","9","OFRA_PP_1GT37_P2.JPG",0.0004209,191.599,0.362,217.667,6.116,0.421,"C2","W"
