"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFAV_SP_3EV30_P1",0.0003678,120.87,7.124e-12,188.378,-94.83,0.396,"C1","H"
"2","10","OFAV_SP_3EV30_P1",0.0002152,110.302,1.6,175.976,4.135,0.231,"C2","CW"
"3","11","OFAV_SP_3EV30_P1",0.104,132.501,0,215,0,0,"C2","A"
"4","12","OFAV_SP_3EV30_P1",0.048,118.299,0,213,0,0,"C2","CA"
"5","13","OFAV_SP_3EV30_P1",0.0002966,109.128,0.188,186.101,-92.49,0.32,"C3","H"
"6","14","OFAV_SP_3EV30_P1",0.0002195,115.45,0.333,184.329,-92.694,0.236,"C3","CH"
"7","15","OFAV_SP_3EV30_P1",0.0003275,120.706,0.592,154.286,9.982,0.353,"C3","W"
"8","16","OFAV_SP_3EV30_P1",0.0001629,108.404,0.37,152.561,-0.909,0.175,"C3","CW"
"9","17","OFAV_SP_3EV30_P1",0.099,124.428,0,205,0,0,"C3","A"
"10","18","OFAV_SP_3EV30_P1",0.031,111.927,0,195,0,0,"C3","CA"
"11","19","OFAV_SP_3EV30_P1",0.0004484,122.034,0,169.45,-106.699,0.483,"C4","H"
"12","2","OFAV_SP_3EV30_P1",0.0002452,102.974,2.07,141.772,-93.013,0.264,"C1","CH"
"13","20","OFAV_SP_3EV30_P1",0.0002023,131.484,0.467,208.975,-99.782,0.218,"C4","CH"
"14","21","OFAV_SP_3EV30_P1",0.0003841,132.758,0,181.727,19.326,0.414,"C4","W"
"15","22","OFAV_SP_3EV30_P1",0.0001423,137.784,80.887,186.357,14.036,0.153,"C4","CW"
"16","23","OFAV_SP_3EV30_P1",0.123,147.877,0,225,0,0,"C4","A"
"17","24","OFAV_SP_3EV30_P1",0.024,135.273,0,211,0,0,"C4","CA"
"18","25","OFAV_SP_3EV30_P1",0.0003549,103.695,0.166,154.134,-102.288,0.383,"C5","H"
"19","26","OFAV_SP_3EV30_P1",0.0002169,77.685,0.287,154.275,-97.745,0.234,"C5","CH"
"20","27","OFAV_SP_3EV30_P1",0.0003103,101.695,47.16,159.719,16.73,0.335,"C5","W"
"21","28","OFAV_SP_3EV30_P1",0.0001972,131.962,1.121,160.49,6.506,0.212,"C5","CW"
"22","29","OFAV_SP_3EV30_P1",0.092,116.871,0,212,0,0,"C5","A"
"23","3","OFAV_SP_3EV30_P1",0.0003198,117.151,0.094,180.527,7.411,0.345,"C1","W"
"24","30","OFAV_SP_3EV30_P1",0.041,105.505,0,212,0,0,"C5","CA"
"25","4","OFAV_SP_3EV30_P1",0.0002169,127.522,0,202.333,0,0.233,"C1","CW"
"26","5","OFAV_SP_3EV30_P1",0.111,144.529,0,226,0,0,"C1","A"
"27","6","OFAV_SP_3EV30_P1",0.049,129.962,0,220,0,0,"C1","CA"
"28","7","OFAV_SP_3EV30_P1",0.0003515,124.134,40.7,209.497,-93.786,0.379,"C2","H"
"29","8","OFAV_SP_3EV30_P1",0.0002298,87.323,0.333,173,-86.785,0.248,"C2","CH"
"30","9","OFAV_SP_3EV30_P1",0.0003626,136.236,1.819,195.715,22.557,0.391,"C2","W"
