"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_2CX12_P2.JPG",0.0004522,180.928,1.985,222.934,-90.379,0.452,"C1","H"
"2","10","OFRA_PP_2CX12_P2.JPG",0.0002639,166.727,0.47,213.705,-0.651,0.263,"C2","CW"
"3","11","OFRA_PP_2CX12_P2.JPG",0.13,190.051,0,242,0,0,"C2","A"
"4","12","OFRA_PP_2CX12_P2.JPG",0.057,170.606,0,242,0,0,"C2","CA"
"5","13","OFRA_PP_2CX12_P2.JPG",0.0004542,153.645,94.256,199.495,-98.344,0.454,"C3","H"
"6","14","OFRA_PP_2CX12_P2.JPG",0.0003127,157.773,101.95,206.51,-99.372,0.313,"C3","CH"
"7","15","OFRA_PP_2CX12_P2.JPG",0.0004273,167.853,71.551,206.825,5.231,0.427,"C3","W"
"8","16","OFRA_PP_2CX12_P2.JPG",0.0002898,139.149,0.892,201.676,7.125,0.29,"C3","CW"
"9","17","OFRA_PP_2CX12_P2.JPG",0.163,169.531,0,243,0,0,"C3","A"
"10","18","OFRA_PP_2CX12_P2.JPG",0.083,153.081,0,214,0,0,"C3","CA"
"11","19","OFRA_PP_2CX12_P2.JPG",0.0004432,167.399,0.333,210.667,-90,0.443,"C4","H"
"12","2","OFRA_PP_2CX12_P2.JPG",0.0002868,179.421,123.43,209.106,-96.009,0.286,"C1","CH"
"13","20","OFRA_PP_2CX12_P2.JPG",0.0002918,157.159,88.473,213.851,-94.715,0.291,"C4","CH"
"14","21","OFRA_PP_2CX12_P2.JPG",0.0004203,178.493,0.39,212.881,2.862,0.42,"C4","W"
"15","22","OFRA_PP_2CX12_P2.JPG",0.000237,163.978,0,219.333,0,0.237,"C4","CW"
"16","23","OFRA_PP_2CX12_P2.JPG",0.174,180.052,0,238,0,0,"C4","A"
"17","24","OFRA_PP_2CX12_P2.JPG",0.079,166.063,0,237,0,0,"C4","CA"
"18","25","OFRA_PP_2CX12_P2.JPG",0.0004054,158.019,0.175,212.289,-85.342,0.406,"C5","H"
"19","26","OFRA_PP_2CX12_P2.JPG",0.0002819,153.001,6.426,210.092,-87.563,0.282,"C5","CH"
"20","27","OFRA_PP_2CX12_P2.JPG",0.0004631,181.648,0.255,218.284,4.825,0.463,"C5","W"
"21","28","OFRA_PP_2CX12_P2.JPG",0.0002829,157.439,1.068,215.553,3.652,0.282,"C5","CW"
"22","29","OFRA_PP_2CX12_P2.JPG",0.143,183.923,0,236,0,0,"C5","A"
"23","3","OFRA_PP_2CX12_P2.JPG",0.0004064,164.012,0.103,220.554,9.324,0.407,"C1","W"
"24","30","OFRA_PP_2CX12_P2.JPG",0.075,166.254,0,236,0,0,"C5","CA"
"25","4","OFRA_PP_2CX12_P2.JPG",0.0003157,160.115,0.142,203.858,3.27,0.315,"C1","CW"
"26","5","OFRA_PP_2CX12_P2.JPG",0.154,180.556,0,230,0,0,"C1","A"
"27","6","OFRA_PP_2CX12_P2.JPG",0.076,166.123,0,228,0,0,"C1","CA"
"28","7","OFRA_PP_2CX12_P2.JPG",0.0004253,193.755,2.082,223.377,-96.875,0.425,"C2","H"
"29","8","OFRA_PP_2CX12_P2.JPG",0.00024,188.828,132.958,223.533,-87.852,0.24,"C2","CH"
"30","9","OFRA_PP_2CX12_P2.JPG",0.0004482,187.013,1.198,223.983,5.749,0.448,"C2","W"
