"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFRA_PP_2GT41_P1",0.0002762,98.031,0,157.982,-92.411,0.324,"C1","H"
"2","10",10,"OFRA_PP_2GT41_P1",0.0002066,117.785,76.587,176.019,0.807,0.242,"C2","CW"
"3","11",11,"OFRA_PP_2GT41_P1",0.129,129.641,0,201,0,0,"C2","A"
"4","12",12,"OFRA_PP_2GT41_P1",0.043,120.24,0,190,0,0,"C2","CA"
"5","13",13,"OFRA_PP_2GT41_P1",0.0003748,129.57,0.563,180.698,-100.265,0.44,"C3","H"
"6","14",14,"OFRA_PP_2GT41_P1",0.0002298,100.819,0.793,153.667,-87.101,0.269,"C3","CH"
"7","15",15,"OFRA_PP_2GT41_P1",0.0003864,119.059,0.655,164.776,7.339,0.453,"C3","W"
"8","16",16,"OFRA_PP_2GT41_P1",0.0002262,112.876,1.647,185.266,8.13,0.265,"C3","CW"
"9","17",17,"OFRA_PP_2GT41_P1",0.12,133.725,0,200,0,0,"C3","A"
"10","18",18,"OFRA_PP_2GT41_P1",0.051,121.226,0,198,0,0,"C3","CA"
"11","19",19,"OFRA_PP_2GT41_P1",0.000319,129.917,0.261,174.33,-96.282,0.373,"C4","H"
"12","2",2,"OFRA_PP_2GT41_P1",0.0001399,91.718,57,131.083,-86.424,0.164,"C1","CH"
"13","20",20,"OFRA_PP_2GT41_P1",0.0002197,105.026,42.132,144.951,-96.089,0.257,"C4","CH"
"14","21",21,"OFRA_PP_2GT41_P1",0.0004241,128.8,76.265,171.721,-2.353,0.498,"C4","W"
"15","22",22,"OFRA_PP_2GT41_P1",0.0002298,109.532,0.435,160.658,2.175,0.269,"C4","CW"
"16","23",23,"OFRA_PP_2GT41_P1",0.134,129.377,0,192,0,0,"C4","A"
"17","24",24,"OFRA_PP_2GT41_P1",0.046,115.242,0,192,0,0,"C4","CA"
"18","25",25,"OFRA_PP_2GT41_P1",0.0003995,143.79,87.603,193.715,-79.099,0.468,"C5","H"
"19","26",26,"OFRA_PP_2GT41_P1",0.000224,104.021,0.32,169,-87.026,0.263,"C5","CH"
"20","27",27,"OFRA_PP_2GT41_P1",0.0004481,147.273,107.937,186,11.965,0.526,"C5","W"
"21","28",28,"OFRA_PP_2GT41_P1",0.0002436,124.067,0.964,181.197,8.227,0.286,"C5","CW"
"22","29",29,"OFRA_PP_2GT41_P1",0.137,139.166,0,205,0,0,"C5","A"
"23","3",3,"OFRA_PP_2GT41_P1",0.0004046,126.615,0.189,164.197,2.883,0.474,"C1","W"
"24","30",30,"OFRA_PP_2GT41_P1",0.052,128.968,0,205,0,0,"C5","CA"
"25","4",4,"OFRA_PP_2GT41_P1",0.0002124,79.91,0,132.607,1.569,0.249,"C1","CW"
"26","5",5,"OFRA_PP_2GT41_P1",0.11,119.298,0,186,0,0,"C1","A"
"27","6",6,"OFRA_PP_2GT41_P1",0.046,103.734,0,186,0,0,"C1","CA"
"28","7",7,"OFRA_PP_2GT41_P1",0.0003545,116.384,0,161.333,-90,0.416,"C2","H"
"29","8",8,"OFRA_PP_2GT41_P1",0.0001631,115.953,0.333,185.429,-88.977,0.191,"C2","CH"
"30","9",9,"OFRA_PP_2GT41_P1",0.0003603,115.287,1.667,160.667,0,0.422,"C2","W"
