"","Row.names","X","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1",1,"OFAV_PS_352",0.0002865,174.713,0.333,224.107,-68.471,0.317,"C1","H"
"2","10",10,"OFAV_PS_352",0.000194,161.832,1,218.465,0.481,0.214,"C2","CW"
"3","11",11,"OFAV_PS_352",0.093,176.427,0,229,0,0,"C2","A"
"4","12",12,"OFAV_PS_352",0.04,151.865,0,229,0,0,"C2","CA"
"5","13",13,"OFAV_PS_352",0.0003392,158.949,1.665,213.649,-86.698,0.375,"C3","H"
"6","14",14,"OFAV_PS_352",0.0002329,130.721,0,218.667,-90,0.258,"C3","CH"
"7","15",15,"OFAV_PS_352",0.0003189,155.407,0.875,215.048,9.703,0.353,"C3","W"
"8","16",16,"OFAV_PS_352",0.0002045,156.5,71.261,207,9.162,0.226,"C3","CW"
"9","17",17,"OFAV_PS_352",0.101,174.041,0,232,0,0,"C3","A"
"10","18",18,"OFAV_PS_352",0.049,151.351,0,232,0,0,"C3","CA"
"11","19",19,"OFAV_PS_352",0.000327,174.887,0.478,221.565,-75.583,0.362,"C4","H"
"12","2",2,"OFAV_PS_352",0.0002069,146.971,0.279,214.592,-104.365,0.229,"C1","CH"
"13","20",20,"OFAV_PS_352",0.0002159,164.278,0.409,222.025,-99.355,0.238,"C4","CH"
"14","21",21,"OFAV_PS_352",0.0003514,175.124,15.336,223.713,10.946,0.389,"C4","W"
"15","22",22,"OFAV_PS_352",0.0002045,154.883,0.333,209.396,10.101,0.226,"C4","CW"
"16","23",23,"OFAV_PS_352",0.102,185.73,0,231,0,0,"C4","A"
"17","24",24,"OFAV_PS_352",0.045,162.811,0,231,0,0,"C4","CA"
"18","25",25,"OFAV_PS_352",0.0003822,176.299,79.028,220,-90.731,0.423,"C5","H"
"19","26",26,"OFAV_PS_352",0.0002353,155.369,0.345,221.634,-93.972,0.26,"C5","CH"
"20","27",27,"OFAV_PS_352",0.0003644,168.608,0.21,217.189,5.125,0.403,"C5","W"
"21","28",28,"OFAV_PS_352",0.0002313,174.573,1.304,222.279,10.125,0.256,"C5","CW"
"22","29",29,"OFAV_PS_352",0.104,188.205,0,239,0,0,"C5","A"
"23","3",3,"OFAV_PS_352",0.0003035,184.495,0.504,220,5.069,0.336,"C1","W"
"24","30",30,"OFAV_PS_352",0.057,174.751,0,239,0,0,"C5","CA"
"25","4",4,"OFAV_PS_352",0.0001842,146.939,0.489,211.673,5.332,0.204,"C1","CW"
"26","5",5,"OFAV_PS_352",0.068,185.819,0,234,0,0,"C1","A"
"27","6",6,"OFAV_PS_352",0.038,169.178,0,230,0,0,"C1","CA"
"28","7",7,"OFAV_PS_352",0.0003335,169.152,57.551,225.37,-98.407,0.37,"C2","H"
"29","8",8,"OFAV_PS_352",0.0001996,120.287,0.063,203.333,-107.103,0.221,"C2","CH"
"30","9",9,"OFAV_PS_352",0.00028,161.103,3.184,213.126,2.995,0.31,"C2","W"
