"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFAV_SS_2EV44",0.000244,148.653,0.662,200.768,-84.472,0.261,"C1","H"
"2","10","OFAV_SS_2EV44",0.000119,102.319,6.14e-12,172.667,14.036,0.127,"C2","CW"
"3","11","OFAV_SS_2EV44",0.09,150.465,0,215,0,0,"C2","A"
"4","12","OFAV_SS_2EV44",0.023,128.571,0,215,0,0,"C2","CA"
"5","13","OFAV_SS_2EV44",0.000222,146.331,1.1,201.368,-77.764,0.237,"C3","H"
"6","14","OFAV_SS_2EV44",0.000136,98.79,0.337,196.955,-70.866,0.145,"C3","CH"
"7","15","OFAV_SS_2EV44",0.000242,141.617,0.338,197.786,13.736,0.259,"C3","W"
"8","16","OFAV_SS_2EV44",0.000103,130.353,1.119,175.618,7.306,0.11,"C3","CW"
"9","17","OFAV_SS_2EV44",0.051,155.524,0,210,0,0,"C3","A"
"10","18","OFAV_SS_2EV44",0.015,129.047,0,206,0,0,"C3","CA"
"11","19","OFAV_SS_2EV44",0.000222,166.548,0,207.878,-87.306,0.238,"C4","H"
"12","2","OFAV_SS_2EV44",0.000172,131.193,1.501,180.728,-105.945,0.183,"C1","CH"
"13","20","OFAV_SS_2EV44",0.000108,148.602,0.129,212.241,-75.964,0.115,"C4","CH"
"14","21","OFAV_SS_2EV44",0.000218,159.198,0.139,209.345,21.038,0.233,"C4","W"
"15","22","OFAV_SS_2EV44",9.8e-05,143.568,0.085,192,7.696,0.104,"C4","CW"
"16","23","OFAV_SS_2EV44",0.045,173.501,0,219,0,0,"C4","A"
"17","24","OFAV_SS_2EV44",0.014,149.393,0,218,0,0,"C4","CA"
"18","25","OFAV_SS_2EV44",0.00018,141.864,0.678,184.531,-80.811,0.192,"C5","H"
"19","26","OFAV_SS_2EV44",0.000102,110.491,0.333,181.769,-91.469,0.109,"C5","CH"
"20","27","OFAV_SS_2EV44",0.000221,159.072,0.263,197.53,7.461,0.237,"C5","W"
"21","28","OFAV_SS_2EV44",8.15e-05,121.457,0,172,0,0.087,"C5","CW"
"22","29","OFAV_SS_2EV44",0.044,160.556,0,203,0,0,"C5","A"
"23","3","OFAV_SS_2EV44",0.000247,148.419,0.143,198.122,10.359,0.264,"C1","W"
"24","30","OFAV_SS_2EV44",0.009,128.772,0,192,0,0,"C5","CA"
"25","4","OFAV_SS_2EV44",9.97e-05,97.185,0,179.333,1.507,0.106,"C1","CW"
"26","5","OFAV_SS_2EV44",0.054,163.114,0,210,0,0,"C1","A"
"27","6","OFAV_SS_2EV44",0.015,134.038,0,210,0,0,"C1","CA"
"28","7","OFAV_SS_2EV44",0.000366,140.446,0,194.85,-92.862,0.392,"C2","H"
"29","8","OFAV_SS_2EV44",0.000199,114.447,2.482,181.193,-88.493,0.212,"C2","CH"
"30","9","OFAV_SS_2EV44",0.000244,147.989,1.005,198.607,10.469,0.261,"C2","W"
