"","Row.names","Label","Area","Mean","Min","Max","Angle","Length","CALICE","MEASUREMENT"
"1","1","OFRA_PP_2GT38",0.000264,141.223,15.004,180.59,-71.139,0.367,"C1","H"
"2","10","OFRA_PP_2GT38",0.000219,124.217,1.838,156.554,6.923,0.304,"C2","CW"
"3","11","OFRA_PP_2GT38",0.122,137.723,0,183,-87.169,0.393,"C2","A"
"4","12","OFRA_PP_2GT38",0.068,126.689,0,183,-93.483,0.248,"C2","CA"
"5","13","OFRA_PP_2GT38",0.00027,142.639,0.312,189.448,-84.06,0.375,"C3","H"
"6","14","OFRA_PP_2GT38",0.00017,112.102,1.01,180.333,-81.573,0.235,"C3","CH"
"7","15","OFRA_PP_2GT38",0.000358,146.969,0,190,0.744,0.498,"C3","W"
"8","16","OFRA_PP_2GT38",0.000216,146.282,1.137,185.054,3.705,0.3,"C3","CW"
"9","17","OFRA_PP_2GT38",0.143,158.86,0,199,0,0,"C3","A"
"10","18","OFRA_PP_2GT38",0.056,132.065,0,199,0,0,"C3","CA"
"11","19","OFRA_PP_2GT38",0.000236,145.281,0.333,185.478,-87.739,0.328,"C4","H"
"12","2","OFRA_PP_2GT38",0.000182,123.054,1.931,170.333,-97.368,0.252,"C1","CH"
"13","20","OFRA_PP_2GT38",0.000183,131.38,36.314,184.297,-91.456,0.254,"C4","CH"
"14","21","OFRA_PP_2GT38",0.000357,136.684,0.081,183.17,-0.747,0.496,"C4","W"
"15","22","OFRA_PP_2GT38",0.000214,140.183,92.919,173.931,5.006,0.296,"C4","CW"
"16","23","OFRA_PP_2GT38",0.122,149.367,0,188,0,0,"C4","A"
"17","24","OFRA_PP_2GT38",0.06,135.604,0,188,0,0,"C4","CA"
"18","25","OFRA_PP_2GT38",0.000285,140.348,38.432,182.105,-94.367,0.396,"C5","H"
"19","26","OFRA_PP_2GT38",0.000201,100.028,0.203,157.843,-94.421,0.28,"C5","CH"
"20","27","OFRA_PP_2GT38",0.000372,142.205,0.667,184,1.591,0.517,"C5","W"
"21","28","OFRA_PP_2GT38",0.000227,106.422,0.088,155.968,4.981,0.314,"C5","CW"
"22","29","OFRA_PP_2GT38",0.147,146.086,0,195,0,0,"C5","A"
"23","3","OFRA_PP_2GT38",0.099,144.39,0,192,0,0,"C1","W"
"24","30","OFRA_PP_2GT38",0.069,125.497,0,195,0,0,"C5","CA"
"25","4","OFRA_PP_2GT38",0.064,135.508,0,189,0,0,"C1","CW"
"26","5","OFRA_PP_2GT38",0.000281,130.102,0.333,169.163,-60.884,0.39,"C1","A"
"27","6","OFRA_PP_2GT38",0.000216,112.324,2.692,147.093,-48.504,0.299,"C1","CA"
"28","7","OFRA_PP_2GT38",0,NA,255,0,-2.332,0.477,"C2","H"
"29","8","OFRA_PP_2GT38",0.000162,123.151,0,174.962,-89.449,0.224,"C2","CH"
"30","9","OFRA_PP_2GT38",0.000332,130.462,1.277,164.112,-2.675,0.462,"C2","W"
